DATE,COURSE,RACE,CLASS,DISTANCE,PRIZEMONEY,GOING,TIME1,TIME2,TIME3,TIME4,TIME5,TIME6,RACE_SECTIONAL1,RACE_SECTIONAL2,RACE_SECTIONAL3,RACE_SECTIONAL4,RACE_SECTIONAL5,RACE_SECTIONAL6,PLC,NO,HORSE,JOCKEY,TRAINER,AC Weight,Horse Weight,Draw,LBW,Run,Time,Odds,SECTIONAL1,SECTIONAL2,SECTIONAL3,SECTIONAL4,SECTIONAL5,SECTIONAL6,COMMENT
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,4,1,TEOFILO CALVA|(N404),J Moreira,J Size,133,1201,12,1-1/4,77-4,1:09.09,2.6,24.37,22.01,22.71,,,,"Midfield, 4.5Ls off the good pace 2-3 wide, made steady ground 300M but lack of its usual strong finishing efforts."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,5,3,BEAR HERO|(M220),M Guyon,D E Ferraris,124,1134,8,2,10-11-5,1:09.21,94,24.73,21.97,22.51,,,,"Eased back, 6.5Ls off the good pace on the fence, lack room 4-2, made steady ground when clear."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,6,12,SILLY BUDDIES|(S054),K Teetan,J Size,116,1093,7,2-3/4,666,1:09.30,66,24.33,21.97,23.00,,,,"Settled 4Ls off the good pace along the rails, made some ground 200M."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,7,7,LANG TAI SING|(S280),G Mosse,K L Man,121,1075,9,4-1/4,5-4-7,1:09.57,7.5,24.17,22.05,23.35,,,,"Eased to sit in front of midfield, 3Ls off the good pace 2 wide, no dash in straight."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,8,2,BERLINSKI|(P014),Z Purton,D J Hall,128,1174,1,4-1/2,4-3-8,1:09.59,6.6,24.09,22.05,23.45,,,,"Settled 2.5Ls off the good pace along the fence, lack turn of foot, flattened 200M."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,9,8,PRECISION KING|(P134),U Rispoli,T P Yung,120,1182,10,6-1/4,11-9,1:09.89,34,23.73,22.09,24.07,,,,"Pushed to take rail and led by 2Ls at good pace, hung on until 300M emptied."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,10,5,IMPERIAL CHAMPION|(P416),N Callan,C Fownes,122,1194,11,7,9-8-10,1:09.99,46,24.57,21.89,23.53,,,,"Eased back, 6Ls off the good pace 2-4 wide,  no progress."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,11,13,MR GINGER|(N307),C K Tong,C Fownes,113,1210,6,7,2-5-11,1:10.00,99,23.97,22.25,23.78,,,,"Hard ridden forward, 2Ls off the good pace, trapped 3 wide no cover, reduced quickly 400M."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,12,9,JOLLY GENE|(T146),M Chadwick,A S Cruz,117,1078,3,8-1/2,1313-12,1:10.25,99,25.33,22.21,22.71,,,,"Very slow away, never improved at rear."
14/12/2014,"TURF - ""A"" Course",6,Class 2,1200M,"1,500,000",GOOD TO FIRM,23.73,45.82,1:08.88,,,,23.73,22.09,23.06,0,0,0,13,11,FABULOUS NOVEMBER|(N342),M Demuro,R Gibson,116,1142,5,10-1/4,1212-13,1:10.51,48,25.25,21.97,23.29,,,,"Very slow away, never a factor."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,1,1,ABLE FRIEND|(P303),J Moreira,J Moore,126,1297,10,-,99-8-1,1:33.49,1.3,25.44,23.58,22.76,21.71,,,Began well but eased back from wide draw and shut off at rear. Switched in and boxed top of straight but got clear 300m and powered way to easy victory.
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,2,2,GOLD-FUN|(P045),D Whyte,R Gibson,126,1248,6,4-1/4,11-2-2,1:34.17,5.6,23.92,23.50,23.80,22.95,,,Bumped start but quickly in front and set good pace. Temporarily headed 400m but fought back strongly to hold second on the line.
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,3,4,GRAND PRIX BOSS|(P608),Y Iwata,Y Yahagi,126,1149,9,4-1/2,6-4-4-3,1:34.21,71,25.20,23.02,23.28,22.71,,,Ridden along to maintain forward position 3-back from leader but wide. Battled on gamely in straight to just miss the quinella.
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,4,9,WORLD ACE|(T612),Z Purton,Y Ikee,126,1026,4,5,8-7-6-4,1:34.27,26,25.32,23.22,23.12,22.61,,,"Crowded out start, taken to fence behind midfield. Steadied 700m, improved position turn, not much room in straight, lay out under pressure from 200m, raced tight closing stages."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,5,3,GLORIOUS DAYS|(M353),M Demuro,J Size,126,1102,7,5,333-5,1:34.30,13,24.72,23.34,23.16,23.08,,,"Began well, settling 3rd about 3L from leader. Took closer order turning for home. Hit front passing 200m, one-paced final stages."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,6,6,FIERO|(T608),Y Fukunaga,H Fujiwara,126,1103,1,5-1/4,4-5-5-6,1:34.31,9.7,24.92,23.38,23.32,22.69,,,"Began fairly, ridden along 4-back from leader in one-off position. Kept on steadily in straight without looking dangerous."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,7,8,TRADE STORM|(T610),J Spencer,D Simcock,126,1211,5,6,7-8-97,1:34.45,40,25.32,23.46,23.24,22.43,,,"Crowded out start dropping towards rear but away from fence. Lost position turn, ran past tired horses closing stages."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,8,11,HANA'S GOAL|(T602),N Rawiller,K Kato,122,960,3,6-1/4,5-6-7-8,1:34.47,99,25.08,23.42,23.24,22.73,,,"Jumped OK, settling midfield 5L from leader. Lost position around turn and one-paced in straight."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,9,10,SECRET SHAM|(P174),N Callan,J Moore,126,1155,2,9,22-1-9,1:34.91,54,24.12,23.58,23.44,23.77,,,"Ridden along early, settling 2L behind leader. Rolled forward around turn to join leader 400m, but gave ground quickly after passing 200m."
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,10,7,CAPTAIN CAT|(T609),J Doyle,R Charlton,126,1133,8,10-1/4,10101010,1:35.14,99,25.60,23.58,23.04,22.92,,,Outpaced and soon last. Never competitive.
14/12/2014,"TURF - ""A"" Course",7,Group One,1600M,"23,000,000",GOOD TO FIRM,23.92,47.42,1:11.14,1:33.49,,,23.92,23.50,23.72,22.35,0,0,WV,5,AMBITIOUS DRAGON|(K399),R Moore,A T Millard,126,---,---,---,,---,---,,,,22.92,,
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,1,2,DESIGNS ON ROME|(P270),J Moreira,J Moore,126,1086,3,-,1111-12-10-1,2:01.96,1.9,27.38,25.27,24.56,22.56,22.19,,"Patiently held up at the rear 7Ls off the pace, wide bid nearing 600M, swung widest into straight, chased home Military Attack, kept giving under strong drive, dug deep final stages to prevail in a pulsating finish."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,2,3,MILITARY ATTACK|(N175),Z Purton,C Fownes,126,1052,8,SH,8888-2,2:01.97,5.1,27.10,25.23,24.48,22.84,22.32,,"Settled behind midfield 5-6Ls off the pace, travelled smoothly to straight, picked up well 400M, hit lead 50M only to be caught by winner last few strides.  Ran huge in defeat."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,3,6,CRITERION|(T613),H Bowman,D A Hayes,126,1097,9,1,2222-3,2:02.14,39,26.38,25.31,24.40,23.08,22.97,,"Tracked leader, responded well when driven 350M, hit lead inside 300M and looked a strong chance, caught by first 2 nearing 50M, held on for 3rd."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,4,1,CIRRUS DES AIGLES|(L623),C Soumillon,Barande-Barbe,126,1030,4,1-1/2,7-67-6-4,2:02.20,15,26.86,25.27,24.44,22.92,22.71,,"Held up in mid-division, moved out to a striking spot 450M, not finishing pace of first two but stayed on well to claim 4th."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,5,12,HELENE SUPER STAR|(S152),M Demuro,A S Cruz,126,1206,7,2,1010-9-9-5,2:02.26,36,27.30,25.11,24.48,22.76,22.61,,"Soon taken across the fence after a sluggish start, travelled towards the rear 5-6Ls off the pace, switched out for his challenge 400M, ran on well for a career best performance."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,6,8,FARRAAJ|(T603),A Atzeni,R Varian,126,1015,6,3,4-5-5-5-6,2:02.43,9.5,26.58,25.35,24.44,23.04,23.02,,"Never far off from the pace, kept on chasing leaders early straight, outdashed final 150M."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,7,9,ARCHIMEDES|(T614),Y Iwata,H Fujiwara,126,1063,2,3-1/2,6-76-7-7,2:02.51,22,26.82,25.31,24.40,23.04,22.94,,"Settled in midfield, saved ground on inside, driven 350M, stayed on moderately and never a serious threat."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,8,5,CALIFORNIA MEMORY|(L135),M Chadwick,A S Cruz,126,1029,11,4,1212-11-11-8,2:02.59,18,27.62,25.11,24.40,22.64,22.82,,"Dropped back to the rear over 8Ls behind leaders, crept closer home turn, stayed on mildly and not reached leaders."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,9,11,SAME WORLD|(N098),N Rawiller,J Moore,126,1055,5,5-1/4,1111-9,2:02.79,99,26.22,25.31,24.44,23.12,23.70,,"Soon led, set slow pace first 800M, quickened up mid-stages, headed inside 300M, weakened and no extra passing 150M."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,10,10,PLEASURE GAINS|(P246),G Mosse,K L Man,126,1185,1,5-1/2,3333-10,2:02.82,99,26.46,25.35,24.40,23.12,23.49,,"Sat handily just behind leader, driven out near 400M but had little to offer, soon outpaced by much higher rated rivals, eased final 100M."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,11,7,ENDOWING|(N371),B Prebble,J Size,126,1139,10,5-3/4,99-10-12-11,2:02.88,32,27.14,25.23,24.68,22.80,23.03,,"Shifted across behind runners, raced in a 3-wide position for much of the way, came under pressure 500M, not quickened entering straight."
14/12/2014,"TURF - ""A"" Course",8,Group One,2000M,"25,000,000",GOOD TO FIRM,26.22,51.53,1:15.97,1:39.09,2:01.96,,26.22,25.31,24.44,23.12,22.87,0,12,4,BLAZING SPEED|(P192),N Callan,A S Cruz,126,1158,12,6-1/4,5-4-4-4-12,2:02.96,6.9,26.58,25.27,24.44,23.12,23.55,,"Caught 3-wide without cover from draw 12, still in touch rounding the home turn but first to be beaten turning in. (Lame next day)"
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,1,3,GIANT TREASURE|(T148),D Whyte,R Gibson,126,1220,11,-,10-11-8-1,1:22.00,6.7,14.07,22.37,23.25,22.31,,,"Began well, eased, settling towards rear in one-off position. Began forward move 4-wide from 600m, coasted to the front 200m and pulled clear for easy win."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,2,9,PACKING PINS|(S386),N Callan,P F Yiu,120,1141,3,2,5-65-2,1:22.34,1.9,13.83,22.37,23.41,22.73,,,"Began fairly, pushed along to sit 5th in one-off position before turn. Tightened passing 800m, no run early in straight, blundered 350m when crossed. Finished strongly when clear 150m."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,3,7,RADIANT BUNNY|(S418),G Mosse,C H Yip,122,1123,6,2-1/2,7-3-2-3,1:22.42,14,13.91,22.09,23.41,23.01,,,"Began fairly, allowed to roll forward but three-wide to sit 4th 800m. Improved position around turn, joint leader from 300m to 200m, ran out of steam final strides."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,4,5,STAR TRACK|(S139),Z Purton,P O'Sullivan,123,1222,5,4,6-7-4-4,1:22.64,3.1,13.91,22.29,23.37,23.07,,,"Ridden along between horses to maintain forward position about 2L behind leader. Raced tightly around turn, 4-wide into straight, kept on steadily."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,5,14,DASHING FORTUNE|(P046),K Teetan,K L Man,113,1134,9,6,111-5,1:22.95,94,13.59,22.09,23.61,23.66,,,"Pressed forward to lead on settling. Joined up front 300m, kept on to 200m before giving ground gradually."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,6,12,WINNING TALENT|(S256),H W Lai,A Lee,114,1013,4,6-1/2,11-1011-6,1:23.05,99,14.15,22.25,23.45,23.20,,,"Crowded out start, settling between horses towards the rear. Took turn a little wide and kept on one-paced in straight."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,7,11,THANKSGIVING|(M350),K C Ng,D Cruz,111,1165,12,7-3/4,3-23-7,1:23.24,99,13.67,22.17,23.57,23.83,,,Began well and allowed to settle outside leader. Remained in contention till passing 300m when gave ground gradually.
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,8,8,LONGWAH AMBER|(S224),U Rispoli,T K Ng,119,1060,14,8,121212-8,1:23.28,99,14.27,22.41,23.25,23.35,,,"Taken across behind horses from wide draw, settling at rear but away from fence. Taken wide entering straight and kept on one-paced."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,9,10,STRATHTAY|(N235),M Demuro,D E Ferraris,116,1073,7,8-1/4,14-13-13-9,1:23.33,33,14.43,22.29,23.29,23.32,,,"Beaten for speed, settling at rear in one-off position. Switched out 400m for clear running but only one-paced."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,10,6,BEAUTY KING|(N028),M Chadwick,A S Cruz,122,1087,1,8-1/2,99-10-10,1:23.36,36,14.03,22.33,23.49,23.51,,,"Began OK, not much speed, settling behind midfield along fence. Found little in straight under hard riding."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,11,13,KYNAM|(P213),A Atzeni,J Moore,115,1161,10,10-3/4,2-4-6-11,1:23.73,27,13.67,22.37,23.57,24.12,,,"Ridden along to maintain forward position, settling one-back, one-off before turn. Found little soon after straightening and faded."
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,12,4,CASH COURIER|(S417),N Rawiller,C S Shum,123,1141,2,14,13-14-14-12,1:24.25,99,14.39,22.41,23.37,24.08,,,Outpaced and soon last long fence. Ran past beaten horses final stages.
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,13,1,KA YING KID|(P189),H Bowman,T P Yung,133,1082,13,14-3/4,88-7-13,1:24.34,35,13.99,22.37,23.29,24.69,,,Ridden forward from wide draw and held in midfield without cover for most of the trip. Faded final 200m.
14/12/2014,"TURF - ""A"" Course",9,Class 3,1400M,"1,060,000",GOOD TO FIRM,13.59,35.68,59.29,1:22.00,,,13.59,22.09,23.61,22.71,0,0,14,2,WINDICATOR STAR|(N233),C K Tong,C Fownes,129,1223,8,22-3/4,4-5-9-14,1:25.64,93,13.75,22.41,23.57,25.91,,,First out but unable maintain speed and eased into box seat 3L behind leader. Still in contention entering straight but gave ground quickly from 250m. Unacceptable performance.
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,1,11,WHAT YOU DREAM|(P375),D Whyte,J Moore,120,1098,9,-,1010-7-1,1:35.04,5.5,25.54,23.07,23.84,22.59,,,"Moderately away from a tricky gate, positioned 5 lengths or so back in 10th, slightly improved along the rail on turn, kept to inside after straightening, finished off well to score."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,2,2,GURUS DREAM|(M246),G Mosse,C H Yip,132,1091,12,3/4,131313-2,1:35.16,29,25.82,23.23,23.64,22.47,,,"Taken back from a wide draw, raced 7-8 lengths back at rear, 3 wide with cover on turn, closed off well to get 2nd."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,3,12,SELKIRK STAR|(S194),M Demuro,J Moore,116,1088,14,1,141414-3,1:35.20,12,25.98,23.35,23.52,22.35,,,"Began fairly from the widest gate, raced 10 lengths back at tail, still well back on turn, taken widest in straight and finished off strongly, just missed 2nd."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,4,7,THUNDER FANTASY|(T125),J Moreira,J Size,124,1160,5,1-1/4,7-8-8-4,1:35.23,17,25.30,23.07,24.08,22.78,,,"Average to begin, positioned 2 wide in midfield, 3-4 lengths back, same position on turn, angled out in straight and made reasonable headway to make frame."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,5,13,HO IN ONE|(N382),A Atzeni,S Woods,115,1160,10,1-3/4,121212-5,1:35.32,67,25.78,23.19,23.64,22.71,,,"Began awkwardly and blundered, raced 8 lengths back on rail at rear, similar position turning, no clear running early in straight, found daylight 150M and kept on well thereafter."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,6,5,SANTA FE SUN|(P210),U Rispoli,P O'Sullivan,126,1143,2,2,55-6-6,1:35.35,37,24.98,23.03,24.36,22.98,,,"Began fairly, positioned 2 lengths back on rail in 5th, bumped near 900M and steadied 500M, finished off evenly in straight."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,7,10,TABLEAUX|(S072),M Guyon,C W Chang,120,1059,8,2-1/4,8-9-10-7,1:35.38,7.4,25.34,23.23,23.96,22.85,,,"Away with them, raced 3 wide with some cover, 5 lengths back behind midfield, still 3 wide on turn, finished off evenly in straight without threatening."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,8,14,FANTASTIC KAKA|(P363),H W Lai,L Ho,112,1119,3,2-3/4,44-3-8,1:35.49,40,24.82,23.15,24.24,23.28,,,"Fast into stride, positioned 2 wide in 4th, a length or so back, bumped near 900M, similar position on turn, improved briefly after turning in, but peaked at near 200M and just held ground thereafter."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,9,1,PACKING LLAREGYB|(S109),Z Purton,A Schutz,133,1112,11,4-3/4,9-7-59,1:35.78,5.5,25.42,22.87,24.00,23.49,,,"Bumped start, raced 3-4 lengths back on rail, gradually improved along the rail on turn, made some headway early in straight, peaked at near 200M, weakened gradually thereafter."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,10,3,DEEP THINKER|(N159),O Doleuze,P F Yiu,127,1087,4,5-1/4,66-9-10,1:35.86,72,25.10,23.11,24.24,23.41,,,"Jumped with them, positioned 2 wide in 6th, 3 lengths back, hampered near 800M, similar margin back on turn, closed off one-paced."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,11,4,BEAUTY ONLY|(S411),N Callan,A S Cruz,126,1122,1,5-1/4,22-1-11,1:35.87,2.8,24.74,22.99,24.44,23.70,,,"Jumped nicely from gate 1, raced in 2nd, sat outside the leader on turn, kept on evenly until 200M, weakened thereafter. (See racing incidents)"
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,12,8,ENTHUSIASM|(P127),K Teetan,D E Ferraris,120,1145,6,7-1/2,33-4-12,1:36.23,23,24.78,23.03,24.44,23.98,,,"Jumped well, sent forward to race prominently in 3rd, similar position on turn, failed to close off in straight."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,13,6,LUCKY DOUBLE EIGHT|(P212),H Bowman,C Fownes,125,1124,13,15-1/4,111111-13,1:37.48,16,25.62,23.19,23.76,24.91,,,"Moderately away from a wide draw, raced 3 wide with cover at rear, 7 lengths back, 2 wide turning, failed to close off in straight."
14/12/2014,"TURF - ""A"" Course",10,Class 2,1600M,"1,500,000",GOOD TO FIRM,24.70,47.69,1:12.17,1:35.04,,,24.70,22.99,24.48,22.87,0,0,14,9,LOTUS BREEZE|(T112),B Prebble,W Y So,120,1086,7,18-3/4,11-2-14,1:38.03,99,24.70,22.99,24.52,25.82,,,"Began well, unable to slot in and difficult to settle early, took the lead near 1200M, emptied after turning in, never competitive."
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,1,3,SHOUSON|(C326),Z Purton,J Moore,132,1133,2,-,33-1,1:10.06,1.9,24.03,22.71,23.32,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,2,7,SUPER LUCKY|(A251),B Shinn,C Fownes,124,1209,7,1,99-2,1:10.22,21,24.51,22.71,23.00,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,3,4,MELBOURNE HALL|(D118),M F Poon,D J Hall,127,1037,5,1-1/2,12-11-3,1:10.32,57,24.87,22.59,22.86,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,4,8,SUPER WINNER|(C341),A Badel,C H Yip,124,1178,11,1-3/4,444,1:10.33,6.3,24.11,22.67,23.55,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,5,2,FORTUNE HAPPINESS|(B128),C Y Ho,K W Lui,133,1131,12,1-3/4,1-2-5,1:10.35,14,23.87,22.83,23.65,,,,No Comments on Running information for this horse.
